,group,song_lines,tokenized,lemmatized
221,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
222,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
223,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
224,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
225,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
226,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
227,Kaleo,you've got your back against the wall,"['you', ""'ve"", 'got', 'your', 'back', 'against', 'the', 'wall']",you 've got your back against the wall
228,Kaleo,"say, where's your backbone, brother?","['say', ',', 'where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","say , where 's your backbone , brother ?"
229,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
230,Kaleo,"where's your backbone, brother?","['where', ""'s"", 'your', 'backbone', ',', 'brother', '?']","where 's your backbone , brother ?"
231,Kaleo,i've been told (told) that she's good as gold,"['i', ""'ve"", 'been', 'told', '(', 'told', ')', 'that', 'she', ""'s"", 'good', 'as', 'gold']",i 've been told ( told ) that she 's good a gold
232,Kaleo,yeah and she'll leave you wanting more,"['yeah', 'and', 'she', ""'ll"", 'leave', 'you', 'wanting', 'more']",yeah and she 'll leave you wanting more
233,Kaleo,laying low (low) but i could see the smoke,"['laying', 'low', '(', 'low', ')', 'but', 'i', 'could', 'see', 'the', 'smoke']",laying low ( low ) but i could see the smoke
234,Kaleo,yeah and i knew it wouldn't be long,"['yeah', 'and', 'i', 'knew', 'it', 'would', ""n't"", 'be', 'long']",yeah and i knew it would n't be long
235,Kaleo,"i could stay, oh, i could stay awake","['i', 'could', 'stay', ',', 'oh', ',', 'i', 'could', 'stay', 'awake']","i could stay , oh , i could stay awake"
236,Kaleo,long enough to die another day,"['long', 'enough', 'to', 'die', 'another', 'day']",long enough to die another day
237,Kaleo,i could try to get it right,"['i', 'could', 'try', 'to', 'get', 'it', 'right']",i could try to get it right
238,Kaleo,whatever's gonna keep you alive,"['whatever', ""'s"", 'gon', 'na', 'keep', 'you', 'alive']",whatever 's gon na keep you alive
239,Kaleo,keep you alive,"['keep', 'you', 'alive']",keep you alive
240,Kaleo,"saying, ""who is smokin' cigarettes?","['saying', ',', '``', 'who', 'is', 'smokin', ""'"", 'cigarettes', '?']","saying , `` who is smokin ' cigarette ?"
241,Kaleo,who is smokin' somethin' else?,"['who', 'is', 'smokin', ""'"", 'somethin', ""'"", 'else', '?']",who is smokin ' somethin ' else ?
242,Kaleo,who is smokin' cigarettes?,"['who', 'is', 'smokin', ""'"", 'cigarettes', '?']",who is smokin ' cigarette ?
243,Kaleo,"who is smokin' somethin' else?""","['who', 'is', 'smokin', ""'"", 'somethin', ""'"", 'else', '?', ""''""]",who is smokin ' somethin ' else ? ''
244,Kaleo,ooh,['ooh'],ooh
245,Kaleo,"ooh, ah","['ooh', ',', 'ah']","ooh , ah"
246,Kaleo,"ooh, ah yeah, yeah","['ooh', ',', 'ah', 'yeah', ',', 'yeah']","ooh , ah yeah , yeah"
247,Kaleo,let it go (go),"['let', 'it', 'go', '(', 'go', ')']",let it go ( go )
248,Kaleo,"oh, just take it slow","['oh', ',', 'just', 'take', 'it', 'slow']","oh , just take it slow"
249,Kaleo,don't you go lookin' for trouble now,"['do', ""n't"", 'you', 'go', 'lookin', ""'"", 'for', 'trouble', 'now']",do n't you go lookin ' for trouble now
250,Kaleo,i don't know why i can't let go,"['i', 'do', ""n't"", 'know', 'why', 'i', 'ca', ""n't"", 'let', 'go']",i do n't know why i ca n't let go
251,Kaleo,that woman's got me rear naked choked,"['that', 'woman', ""'s"", 'got', 'me', 'rear', 'naked', 'choked']",that woman 's got me rear naked choked
252,Kaleo,"the man said, ""no! hey gringo","['the', 'man', 'said', ',', '``', 'no', '!', 'hey', 'gringo']","the man said , `` no ! hey gringo"
253,Kaleo,"whoa, you better stay outta mexico""","['whoa', ',', 'you', 'better', 'stay', 'outta', 'mexico', ""''""]","whoa , you better stay outta mexico ''"
254,Kaleo,"and i said, ""whoa, hey, tranquilo, amigo","['and', 'i', 'said', ',', '``', 'whoa', ',', 'hey', ',', 'tranquilo', ',', 'amigo']","and i said , `` whoa , hey , tranquilo , amigo"
255,Kaleo,i didn't know she was spoken for,"['i', 'did', ""n't"", 'know', 'she', 'was', 'spoken', 'for']",i did n't know she wa spoken for
256,Kaleo,"now i'm a lover, not a fighter","['now', 'i', ""'m"", 'a', 'lover', ',', 'not', 'a', 'fighter']","now i 'm a lover , not a fighter"
257,Kaleo,"it's all bueno""","['it', ""'s"", 'all', 'bueno', ""''""]",it 's all bueno ''
258,Kaleo,"saying, ""who is smokin' cigarettes?","['saying', ',', '``', 'who', 'is', 'smokin', ""'"", 'cigarettes', '?']","saying , `` who is smokin ' cigarette ?"
259,Kaleo,who is smokin' somethin' else?,"['who', 'is', 'smokin', ""'"", 'somethin', ""'"", 'else', '?']",who is smokin ' somethin ' else ?
260,Kaleo,who is smokin' cigarettes?,"['who', 'is', 'smokin', ""'"", 'cigarettes', '?']",who is smokin ' cigarette ?
261,Kaleo,"who is smokin' somethin' else?""","['who', 'is', 'smokin', ""'"", 'somethin', ""'"", 'else', '?', ""''""]",who is smokin ' somethin ' else ? ''
262,Kaleo,"is it you, is it you, is it you?","['is', 'it', 'you', ',', 'is', 'it', 'you', ',', 'is', 'it', 'you', '?']","is it you , is it you , is it you ?"
263,Kaleo,"whew, you better tell the truth, lord","['whew', ',', 'you', 'better', 'tell', 'the', 'truth', ',', 'lord']","whew , you better tell the truth , lord"
264,Kaleo,"is it you, is it you, is it you?","['is', 'it', 'you', ',', 'is', 'it', 'you', ',', 'is', 'it', 'you', '?']","is it you , is it you , is it you ?"
265,Kaleo,"light it up, light it up","['light', 'it', 'up', ',', 'light', 'it', 'up']","light it up , light it up"
266,Kaleo,(oh light it up now),"['(', 'oh', 'light', 'it', 'up', 'now', ')']",( oh light it up now )
267,Kaleo,"light it up, light it up","['light', 'it', 'up', ',', 'light', 'it', 'up']","light it up , light it up"
268,Kaleo,"light it up, light it up","['light', 'it', 'up', ',', 'light', 'it', 'up']","light it up , light it up"
269,Kaleo,"i sold my soul for the sex, drugs, and rock and roll","['i', 'sold', 'my', 'soul', 'for', 'the', 'sex', ',', 'drugs', ',', 'and', 'rock', 'and', 'roll']","i sold my soul for the sex , drug , and rock and roll"
270,Kaleo,"said, i sold my soul to a woman in mexico","['said', ',', 'i', 'sold', 'my', 'soul', 'to', 'a', 'woman', 'in', 'mexico']","said , i sold my soul to a woman in mexico"
271,Kaleo,a woman in mexico,"['a', 'woman', 'in', 'mexico']",a woman in mexico
272,Kaleo,"oh, woah, yeah-yeah, yeah, come on","['oh', ',', 'woah', ',', 'yeah-yeah', ',', 'yeah', ',', 'come', 'on']","oh , woah , yeah-yeah , yeah , come on"
273,Kaleo,"you know i go, whew","['you', 'know', 'i', 'go', ',', 'whew']","you know i go , whew"
274,Kaleo,"""who is smokin' cigarettes? (smokin' cigarettes)","['``', 'who', 'is', 'smokin', ""'"", 'cigarettes', '?', '(', 'smokin', ""'"", 'cigarettes', ')']",`` who is smokin ' cigarette ? ( smokin ' cigarette )
275,Kaleo,who is smokin' somethin' else? (smokin' somethin' else),"['who', 'is', 'smokin', ""'"", 'somethin', ""'"", 'else', '?', '(', 'smokin', ""'"", 'somethin', ""'"", 'else', ')']",who is smokin ' somethin ' else ? ( smokin ' somethin ' else )
276,Kaleo,who is smokin' cigarettes?,"['who', 'is', 'smokin', ""'"", 'cigarettes', '?']",who is smokin ' cigarette ?
277,Kaleo,"who is smokin' somethin' else?""","['who', 'is', 'smokin', ""'"", 'somethin', ""'"", 'else', '?', ""''""]",who is smokin ' somethin ' else ? ''
278,Kaleo,"is it you, is it you, is it you?","['is', 'it', 'you', ',', 'is', 'it', 'you', ',', 'is', 'it', 'you', '?']","is it you , is it you , is it you ?"
279,Kaleo,"whew, yeah, yeah (is it you, is it you, is it you?)","['whew', ',', 'yeah', ',', 'yeah', '(', 'is', 'it', 'you', ',', 'is', 'it', 'you', ',', 'is', 'it', 'you', '?', ')']","whew , yeah , yeah ( is it you , is it you , is it you ? )"
280,Kaleo,tell the truth,"['tell', 'the', 'truth']",tell the truth
281,Kaleo,tell the truth,"['tell', 'the', 'truth']",tell the truth
282,Kaleo,"whew, whew","['whew', ',', 'whew']","whew , whew"
283,Kaleo,"yeah, yeah, yeah, yeah","['yeah', ',', 'yeah', ',', 'yeah', ',', 'yeah']","yeah , yeah , yeah , yeah"
284,Kaleo,whew-oo-ooh,['whew-oo-ooh'],whew-oo-ooh
285,Kaleo,"i, i walk on water","['i', ',', 'i', 'walk', 'on', 'water']","i , i walk on water"
286,Kaleo,high above all beneath,"['high', 'above', 'all', 'beneath']",high above all beneath
287,Kaleo,"fly, before i could tell you","['fly', ',', 'before', 'i', 'could', 'tell', 'you']","fly , before i could tell you"
288,Kaleo,"oh that i, i walk on water","['oh', 'that', 'i', ',', 'i', 'walk', 'on', 'water']","oh that i , i walk on water"
289,Kaleo,i walk on water,"['i', 'walk', 'on', 'water']",i walk on water
290,Kaleo,"life, in such a hurry","['life', ',', 'in', 'such', 'a', 'hurry']","life , in such a hurry"
291,Kaleo,thrive as long as you can,"['thrive', 'as', 'long', 'as', 'you', 'can']",thrive a long a you can
292,Kaleo,goodbye to all my worries,"['goodbye', 'to', 'all', 'my', 'worries']",goodbye to all my worry
293,Kaleo,"oh cause i, i walk on water","['oh', 'cause', 'i', ',', 'i', 'walk', 'on', 'water']","oh cause i , i walk on water"
294,Kaleo,"put your trust in me, put your trust in me","['put', 'your', 'trust', 'in', 'me', ',', 'put', 'your', 'trust', 'in', 'me']","put your trust in me , put your trust in me"
295,Kaleo,"put your trust in me, put your trust in me","['put', 'your', 'trust', 'in', 'me', ',', 'put', 'your', 'trust', 'in', 'me']","put your trust in me , put your trust in me"
296,Kaleo,i walk on water,"['i', 'walk', 'on', 'water']",i walk on water
297,Kaleo,"i feel stronger, i feel stronger than i used to","['i', 'feel', 'stronger', ',', 'i', 'feel', 'stronger', 'than', 'i', 'used', 'to']","i feel stronger , i feel stronger than i used to"
298,Kaleo,"my feet, my feet don't touch the ground","['my', 'feet', ',', 'my', 'feet', 'do', ""n't"", 'touch', 'the', 'ground']","my foot , my foot do n't touch the ground"
299,Kaleo,"i don't worry, i don't worry any longer","['i', 'do', ""n't"", 'worry', ',', 'i', 'do', ""n't"", 'worry', 'any', 'longer']","i do n't worry , i do n't worry any longer"
300,Kaleo,"when your heart dies, your soul cries out for more","['when', 'your', 'heart', 'dies', ',', 'your', 'soul', 'cries', 'out', 'for', 'more']","when your heart dy , your soul cry out for more"
301,Kaleo,"she said walk on, walk on to the water","['she', 'said', 'walk', 'on', ',', 'walk', 'on', 'to', 'the', 'water']","she said walk on , walk on to the water"
302,Kaleo,"i went further, i went further than before","['i', 'went', 'further', ',', 'i', 'went', 'further', 'than', 'before']","i went further , i went further than before"
303,Kaleo,we don't need to have fear of going under,"['we', 'do', ""n't"", 'need', 'to', 'have', 'fear', 'of', 'going', 'under']",we do n't need to have fear of going under
304,Kaleo,"because i can hold you now, anytime","['because', 'i', 'can', 'hold', 'you', 'now', ',', 'anytime']","because i can hold you now , anytime"
305,Kaleo,"put your trust in me, put your trust in me","['put', 'your', 'trust', 'in', 'me', ',', 'put', 'your', 'trust', 'in', 'me']","put your trust in me , put your trust in me"
306,Kaleo,"i put my trust in you, put my trust in you","['i', 'put', 'my', 'trust', 'in', 'you', ',', 'put', 'my', 'trust', 'in', 'you']","i put my trust in you , put my trust in you"
307,Kaleo,i walk on water,"['i', 'walk', 'on', 'water']",i walk on water
308,Kaleo,"(i put my trust in you, put my trust in you)","['(', 'i', 'put', 'my', 'trust', 'in', 'you', ',', 'put', 'my', 'trust', 'in', 'you', ')']","( i put my trust in you , put my trust in you )"
309,Kaleo,(i walk on water),"['(', 'i', 'walk', 'on', 'water', ')']",( i walk on water )
310,Kaleo,"(i put my trust in you, put my trust in you)","['(', 'i', 'put', 'my', 'trust', 'in', 'you', ',', 'put', 'my', 'trust', 'in', 'you', ')']","( i put my trust in you , put my trust in you )"
311,Kaleo,(i walk on water),"['(', 'i', 'walk', 'on', 'water', ')']",( i walk on water )
312,Kaleo,"(i put my trust in you, put my trust in you)","['(', 'i', 'put', 'my', 'trust', 'in', 'you', ',', 'put', 'my', 'trust', 'in', 'you', ')']","( i put my trust in you , put my trust in you )"
313,Kaleo,(i walk on water),"['(', 'i', 'walk', 'on', 'water', ')']",( i walk on water )
314,Kaleo,"brother, brother","['brother', ',', 'brother']","brother , brother"
315,Kaleo,i must tell you,"['i', 'must', 'tell', 'you']",i must tell you
316,Kaleo,"(follow me, follow me, follow)","['(', 'follow', 'me', ',', 'follow', 'me', ',', 'follow', ')']","( follow me , follow me , follow )"
317,Kaleo,"i walk on water (follow me, follow me)","['i', 'walk', 'on', 'water', '(', 'follow', 'me', ',', 'follow', 'me', ')']","i walk on water ( follow me , follow me )"
318,Kaleo,"(follow me, follow me) (follow me, follow me)","['(', 'follow', 'me', ',', 'follow', 'me', ')', '(', 'follow', 'me', ',', 'follow', 'me', ')']","( follow me , follow me ) ( follow me , follow me )"
319,Kaleo,"(follow me, follow me) (follow me, follow me)","['(', 'follow', 'me', ',', 'follow', 'me', ')', '(', 'follow', 'me', ',', 'follow', 'me', ')']","( follow me , follow me ) ( follow me , follow me )"
320,Kaleo,"i, i walk on water","['i', ',', 'i', 'walk', 'on', 'water']","i , i walk on water"
321,Kaleo,"high, above all beneath","['high', ',', 'above', 'all', 'beneath']","high , above all beneath"
322,Kaleo,i'm weary from my travels,"['i', ""'m"", 'weary', 'from', 'my', 'travels']",i 'm weary from my travel
323,Kaleo,"i've come a long, long way","['i', ""'ve"", 'come', 'a', 'long', ',', 'long', 'way']","i 've come a long , long way"
324,Kaleo,i haven't felt a woman,"['i', 'have', ""n't"", 'felt', 'a', 'woman']",i have n't felt a woman
325,Kaleo,since last that i was here,"['since', 'last', 'that', 'i', 'was', 'here']",since last that i wa here
326,Kaleo,"oh, won't you bring me whiskey","['oh', ',', 'wo', ""n't"", 'you', 'bring', 'me', 'whiskey']","oh , wo n't you bring me whiskey"
327,Kaleo,and run your fingers through my hair?,"['and', 'run', 'your', 'fingers', 'through', 'my', 'hair', '?']",and run your finger through my hair ?
328,Kaleo,"oh, won't you whisper sweet words","['oh', ',', 'wo', ""n't"", 'you', 'whisper', 'sweet', 'words']","oh , wo n't you whisper sweet word"
329,Kaleo,oh so softly in my ears?,"['oh', 'so', 'softly', 'in', 'my', 'ears', '?']",oh so softly in my ear ?
330,Kaleo,oh-yodel-ee-eeh,['oh-yodel-ee-eeh'],oh-yodel-ee-eeh
331,Kaleo,oh-yodel-ee-eeh,['oh-yodel-ee-eeh'],oh-yodel-ee-eeh
332,Kaleo,yodel-eh,['yodel-eh'],yodel-eh
333,Kaleo,can you always tell the sinner,"['can', 'you', 'always', 'tell', 'the', 'sinner']",can you always tell the sinner
334,Kaleo,from a saint that feeds the same,"['from', 'a', 'saint', 'that', 'feeds', 'the', 'same']",from a saint that feed the same
335,Kaleo,and is your thick skin growing thinner?,"['and', 'is', 'your', 'thick', 'skin', 'growing', 'thinner', '?']",and is your thick skin growing thinner ?
336,Kaleo,have you found someone to blame?,"['have', 'you', 'found', 'someone', 'to', 'blame', '?']",have you found someone to blame ?
337,Kaleo,"she said, ""you need not worry, child","['she', 'said', ',', '``', 'you', 'need', 'not', 'worry', ',', 'child']","she said , `` you need not worry , child"
338,Kaleo,"now is not the time""","['now', 'is', 'not', 'the', 'time', ""''""]",now is not the time ''
339,Kaleo,and then she kissed me on the forehead,"['and', 'then', 'she', 'kissed', 'me', 'on', 'the', 'forehead']",and then she kissed me on the forehead
340,Kaleo,and turned my water into wine,"['and', 'turned', 'my', 'water', 'into', 'wine']",and turned my water into wine
341,Kaleo,my fair lady,"['my', 'fair', 'lady']",my fair lady
342,Kaleo,my fair lady,"['my', 'fair', 'lady']",my fair lady
343,Kaleo,just let me hold you for a while,"['just', 'let', 'me', 'hold', 'you', 'for', 'a', 'while']",just let me hold you for a while
344,Kaleo,just let me hold you for a while,"['just', 'let', 'me', 'hold', 'you', 'for', 'a', 'while']",just let me hold you for a while
345,Kaleo,my fair lady,"['my', 'fair', 'lady']",my fair lady
346,Kaleo,my fair lady,"['my', 'fair', 'lady']",my fair lady
347,Kaleo,just let me hold you for a while,"['just', 'let', 'me', 'hold', 'you', 'for', 'a', 'while']",just let me hold you for a while
348,Kaleo,just let me hold you for a while,"['just', 'let', 'me', 'hold', 'you', 'for', 'a', 'while']",just let me hold you for a while
349,Kaleo,keep looking out your window,"['keep', 'looking', 'out', 'your', 'window']",keep looking out your window
350,Kaleo,when the storms are raging on,"['when', 'the', 'storms', 'are', 'raging', 'on']",when the storm are raging on
